site id,latitude,longitude,altitude,site name,city,department,region,country
336434,48.57662,5.65613,NA,971195-1218993-1218994-535247-1127333-483320-483321,Neuville-lès-Vaucouleurs,Meuse,Grand Est,France
336435,48.89963,6.15932,NA,971198-512890-514076-798001-810206-946266-946354-962340-612304-612399-675142-205969-748986-748990-535667-542348-542349-483280-484537-283952-394246,Port-sur-Seille,Meurthe-et-Moselle,Grand Est,France
336436,48.61958,6.24433,NA,971202-1127327-516381-797999-810098-937938-962339-613357-1146734-1220759-1220760-1252292-676105-748991-535254-542350-483286-283954-395484,Ville-en-Vermois,Meurthe-et-Moselle,Grand Est,France
336437,48.65591,5.47128,NA,971219-512818-1127329-535220-798026-933110-609219-675996-1214696-1220718-1252289-206107-283816-543025-484519-395044,Méligny-le-Petit,Meuse,Grand Est,France
336444,49.05731,5.85607,NA,973062-799138-1217865-746967-542909,Xonville,Meurthe-et-Moselle,Grand Est,France
336446,48.99943,5.59154,NA,973193-509059-1033062-898605-1200789-1218965-676031-206121-732060-535550-542184-483432-284544,Dompierre-aux-Bois,Meuse,Grand Est,France
336462,48.94304,6.23284,NA,504263-509012-510686-1133845-800252-898372-937946-965911-968049-968115-1218995-1253827-206714-740389-538761-542162-543002-395097,Saint-Jure,Moselle,Grand Est,France
336464,49.05191,5.91517,NA,508739-1134015-810391-892509-901087-674712-1149407-1218925-211971-535642-542229-483315-394414-482384-892510,Chambley-Bussières,Meurthe-et-Moselle,Grand Est,France
336465,48.59128,5.47219,NA,510038-512815-535222-798399-810034-810095-964568-966454-968119-606070-674701-1149004-1199366-1199367-675994-1202743-1253830-206110-743017-283817-536889-543026-1041223-483317-483318-394565,Demange-Baudignécourt,Meuse,Grand Est,France
336468,49.11107,6.02425,NA,512886-1138722-799131-536603,Gravelotte,Moselle,Grand Est,France
336469,49.19656,5.89711,NA,513261-1138448-810036-901166-970925-601550-1154572-1202776-676017-731529-210798-536698-542925-542926-396372-800128-1220632,Hatrize,Meurthe-et-Moselle,Grand Est,France
336471,48.4743,6.18736,NA,6993-516375-615645-755747-536734-937977-648185-1238295,Haroué,Meurthe-et-Moselle,Grand Est,France
336475,48.84809,5.95152,NA,513891-923112-610976-1252130-535644-1209572-799576,Martincourt,Meurthe-et-Moselle,Grand Est,France
336476,49.05734,6.38478,NA,1135840-810040-965910-599477-613704-283055-538757-539574-1253823-800253,Bazoncourt,Moselle,Grand Est,France
336485,48.61157,5.74744,NA,810090-933069-933109-606464-613194-1146729-1252296-676099-749794-211975-542194-285929-392758-1027168,Rigny-Saint-Martin,Meuse,Grand Est,France
336490,48.78909,5.99458,NA,965741-608446-608447-255283-535645-798855-968797,Rosières-en-Haye,Meurthe-et-Moselle,Grand Est,France
336495,49.26347,5.68791,NA,610975-1199368-1220871-748714-484564-484565-391843-923110-1146920,Éton,Meuse,Grand Est,France
336496,49.11054,6.31617,NA,612384-613359-206123-538580-1149411-1197803-284154-394958-396046,Ogy-Montoy-Flanville,Moselle,Grand Est,France
336566,46.47297,-1.11086,NA,18982-19329-22117-22122-19325-8354-9173-9445-9516-16564-17242-14268-22118,Sainte-Gemme-la-Plaine,Vendée,Pays de la Loire,France
336567,46.38538,-1.01044,NA,19337-19338-19391-11765-8233-8367-9350-8233-8233-8496-18921-12192-17244,Chaillé-les-Marais,Vendée,Pays de la Loire,France
336573,46.62964,-1.14151,NA,19777-20168-21162-10153-14144-14145-14527-16489-12761-21399,Bournezeau,Vendée,Pays de la Loire,France
336575,47.42746,-0.44252,NA,19785-18595-10222-13773-13979-12966,Loire-Authion,Maine-et-Loire,Pays de la Loire,France
336610,46.43692,0.11403,NA,746955-757063-893055-933043-540542-543958-607417-615144-678289-679684-679686-740395-488778-512775-946237-1009598-212044-286533-400057-612580,Lusignan,Vienne,Nouvelle-Aquitaine,France
336611,46.25175,0.04833,NA,749772-749773-799696-813016-921419-546395-546396-676733-676734-536753-211998-287852-396643-478656-478657,Sainte-Soline,Deux-Sèvres,Nouvelle-Aquitaine,France
336615,46.18778,-0.87079,NA,757143-937647-746024,Le Gué-d'Alleré,Charente-Maritime,Nouvelle-Aquitaine,France
336623,45.6093,-0.67569,NA,920690-610083-743171-745899-513316-513417-535872-513702-756999-614559,Saint-Simon-de-Pellouaille,Charente-Maritime,Nouvelle-Aquitaine,France
336625,45.7819,-0.07433,NA,935517-610652-515282-516184-38362-42517-42519-40282-40283-40333-40334-50177-51589-58489,Rouillac,Charente,Nouvelle-Aquitaine,France
336647,45.75399,5.06727,NA,12005-11522-11523-1156501-215384-607549-637785-801099-515263-537381-546593-399437-290135-491663-513790-966291,Pusignan,Rhône,Auvergne-Rhône-Alpes,France
336653,44.74803,5.37693,NA,2340-214014-680006-816628-514966-549525-550388-287185-488909-399082-973829-973960,Die,Drôme,Auvergne-Rhône-Alpes,France
336659,46.03161,4.85142,NA,213858-612799-801078-811278-286606-487837-396443,Villeneuve,Ain,Auvergne-Rhône-Alpes,France
